"Id";"Name";"CategoryName";"Value"
4356501;"FLY WHEELS ? A LEGGYORSABB KERÉK ? DUPLA KEREKES KILÖVÕ";"Játék fiúknak";849
4356601;"I DO 3D 1 dbos kezdõ szett";"Játék fiúknak";3090
4356701;"I DO 3D  2 dbos";"Játék fiúknak";5390
4356801;"I DO 3D  4 dbos";"Játék fiúknak";9990
4356901;"I DO 3D  8 dbos";"Játék fiúknak";16990
4357001;"Repcsik ? 1 dbos kilõhetõ repülõ szett bliszteres";"Játék fiúknak";599
4357101;"Repcsik ? 2 dbos kilõhetõ repülõ szett";"Játék fiúknak";849
4357201;"Repcsik ? exkluzív kilövõ szett 1 db repülõvel";"Játék fiúknak";1690
4357301;"Birodalmi katona kulcstartó";"Játék fiúknak";3390
4357401;"Lázadók szellemhajója kulcstartó";"Játék fiúknak";3890
4357501;"Lázadók fénykardja kulcstartó";"Játék fiúknak";3390
4357601;"Robodrone";"Játék fiúknak";24990
4357701;"Fénykard";"Játék fiúknak";4290
4357801;"Trash Pack Kártyagyûjtõ album 1csomag kártyával és egy dobókockával";"Játék fiúknak";249
4359101;"A.I Copter";"Játék fiúknak";14490
4359201;"Geomag Kids Color Girl 66pcs";"Fejlesztõ játékok";8490
4364701;"Geomag PRO Panels  222 darabos";"Fejlesztõ játékok";18990
4367401;"Teamsterz traktor és pótkocsi";"Autó,Jármû";2790
4368201;"Tonka  Rendõrállomás";"Autó,Jármû";4290
4368301;"Trash Pack Járgányok ? 2 dbos szett";"Autó,Jármû";849
4369101;"MINI Hatlövetû konfetti pisztolyhoz ut. 2 adag patron";"Szabadtéri játékok";249
4369201;"Szerpentin utántöltõ 2 patron";"Szabadtéri játékok";299
4369301;"MINI Hatlövetû konfetti pisztoly 1 adag patronnal";"Szabadtéri játékok";349
4369401;"Szerpentin pisztoly mini hatlövetû +1pat";"Szabadtéri játékok";399
4369501;"Buborész Prof. 55 cm Csoda Buborék Kard + 118 ml Csoda B. Folyadék";"Szabadtéri játékok";2190
4369601;"Buborész Prof. 77 cm Csoda Buborék Kard + 236 Ml. Csoda B. Folyadék";"Szabadtéri játékok";2990
4369701;"Magic bubble";"Szabadtéri játékok";1690
4369801;"Magic bubble utántöltõ";"Szabadtéri játékok";849
4369901;"ChocoFunDo  Csokifondü készítõ";"Szabadtéri játékok";2590
4370001;"Dael O Ring Yellow  sárga";"Szabadtéri játékok";449
4370101;"Fyr Flyz";"Szabadtéri játékok";1390
4370201;"Frozen yogurt magic  fagyikészítõ";"Szabadtéri játékok";3390
4370301;"XSHOT HYDRO 3  3 az 1ben ""BLASTER"" vízipisztoly";"Szabadtéri játékok";1690
4370401;"XSHOT HYDRO 3  3 az 1ben ""MAXX"" vízipisztoly";"Szabadtéri játékok";2190
4911301;"FC Barcelona labda piros-kék, 23 cm";"Labda";569
4911401;"Hungary labda 23 cm";"Labda";449
4911501;"Batman labda, 23 cm";"Labda";519
4911601;"Batman Dark Night labda, 23 cm";"Labda";519
4911701;"Batman Dark Night szürke labda, 23 cm";"Labda";519
4911801;"Looney Tunes sárga labda, 23 cm";"Labda";519
4912201;"Superman labda, 23 cm";"Labda";519
4912301;"Scooby Doo labda, 23 cm";"Labda";519
4912401;"Scooby Doo sötétzöld labda, 23 cm";"Labda";519
4912501;"Alco Kerti fém csúszda, 6020";"Szabadtéri játékok";39990
4912601;"Alco Együléses kerti gyerekhinta, 6103";"Szabadtéri játékok";15990
4912701;"Alco Háromüléses kerti gyerekhinta, 6400";"Szabadtéri játékok";41990
4912801;"Alco Fém mérleghinta, 6800";"Szabadtéri játékok";16990
4912901;"Disney Jégvarázs konyhai játékszett, 35 kiegészítõvel";"Játék lányoknak";4390
4913301;"Educa puzzle ragasztó";"Puzzle";2190
4926301;"Maci plüss állat, 7 cm";"Plüssök";489
4926401;"Bohóchal plüss állat, 12 cm";"Plüssök";869
4926501;"Elefánt plüss állat, 23 cm";"Plüssök";3690
4926601;"Delfin plüss állat, 20 cm";"Plüssök";959
4926701;"Buborékfújó 592 ml";"Szabadtéri játékok";1290
4926801;"Buborékfújó 946 ml";"Szabadtéri játékok";949
4926901;"Teamsterz Revolution autópálya";"Autó,Jármû";2390
4927001;"JCB Munkagép szállító kamion, 5 az 1-ben";"Autó,Jármû";6390
4927601;"Teamsterz Multi Loop autópálya";"Autó,Jármû";4390
4927901;"JCB Hídépítõ játékkészlet, 69 darabos";"Játék fiúknak";6490
4928001;"Smart játék vasaló, kék világítással";"Játék lányoknak";2290
4928301;"Zanussi játék vízforraló";"Játék lányoknak";2490
4928401;"Zanussi játék mosógép";"Játék lányoknak";4990
4928501;"Teamsterz Twin Turbo versenypálya";"Autó,Jármû";8690
4928601;"Zanussi játék szendvics és gofrisütõ";"Játék lányoknak";4690
4928701;"Buborékfújó kamion";"Autó,Jármû";4490
4928801;"Smart elektromos konyhai játék mixer";"Játék lányoknak";4390
4929401;"Talkies játéktelefon Kék";"Játék lányoknak";2290
4929501;"Talkies játéktelefon Rózsaszín";"Játék lányoknak";2290
4929601;"Versenyautós bébitaxi, kék";"Közlekedési játékok";10990
4929701;"Versenyautós bébitaxi, piros";"Közlekedési játékok";10990
4933901;"Dinoszaurusz készítõ gyurmakészlet, 11 darabos";"Fejlesztõ játékok";1990
4934001;"Játék a számokkal gyurmakészlet, 23 darabos";"Fejlesztõ játékok";989
4934101;"Virág Varázs gyurmakészlet, 19 darabos";"Fejlesztõ játékok";989
4934201;"Édesség készítõ gyurmakészlet, 21 darabos";"Fejlesztõ játékok";1590
4934301;"Lena Mini munkagép";"Autó,Jármû";819
4938201;"Disney Némó nyomában mozaik kirakó";"Fejlesztõ játékok";2490
4938301;"Disney Verdák mozaik kirakó";"Fejlesztõ játékok";2490
4938401;"Lena Mozaik készlet, 140 darabos";"Fejlesztõ játékok";1490
4939601;"Lena Színes kaleidoszkóp, 15 cm";"Fejlesztõ játékok";719
4939701;"Disney Aurora hercegnõ barátság karkötõ készítõ";"Fejlesztõ játékok";2390
4940401;"Darda Mission 4 Loops autópálya";"Autó,Jármû";8490
4940501;"Darda Super Loop autópálya";"Autó,Jármû";9790
4940601;"Lena Világítótornyos búgócsiga";"Bébijátékok";5190
4940701;"Lena Bohócos búgócsiga";"Bébijátékok";2290
4940801;"Búgócsiga játékos mintával";"Bébijátékok";2490
4940901;"Micimackós búgócsiga 19 cm";"Bébijátékok";2790
4941001;"Lena Tengeri állatos búgócsiga";"Bébijátékok";2390
4941101;"Búgócsiga 13 cm, kacsás mintával";"Bébijátékok";1390
4941201;"Búgócsiga 13 cm, farmos mintával";"Bébijátékok";1390
4941301;"Lena Búgócsiga körhintás mintával, 13 cm";"Bébijátékok";1390
4941401;"Lena Tengeri állatos búgócsiga";"Bébijátékok";1390
4941501;"Lena Hercegnõs búgócsiga";"Bébijátékok";1390
4941601;"Búgócsiga 13 cm, Maja a méhecske mintával";"Bébijátékok";1390
4941701;"Búgócsiga 13 cm, Micimackó mintával";"Bébijátékok";1490
4941801;"Disney Micimackós dob";"Bébijátékok";2790
4941901;"Lena Farm mintás zenélõ henger";"Bébijátékok";1390
4942001;"Disney Micimackó zenélõ henger";"Bébijátékok";1490
4942101;"Lena Kacsás zenélõ henger";"Bébijátékok";1490
4945101;"Disney Hercegnõs rajzsablon";"Fejlesztõ játékok";699
4945201;"Disney Verdás rajzsablon";"Fejlesztõ játékok";699
4945301;"Disney Fairies Csingiling rajzsablon";"Fejlesztõ játékok";769
4945401;"Disney Némó nyomában rajzsablon";"Fejlesztõ játékok";769
4945501;"Kalózos gyermek játszósátor alagúttal";"Szabadtéri játékok";5290
4945601;"Tündéres gyermek játszósátor alagúttal";"Szabadtéri játékok";5290
4945701;"Dinoszauruszos játszósátor";"Szabadtéri játékok";3390
4945801;"Dinoszauruszos játszósátor, alagúttal";"Szabadtéri játékok";5490
4945901;"Hernyós játszósátor, alagúttal";"Szabadtéri játékok";7090
4946001;"Gyermek jásztósátor szett, két részes";"Szabadtéri játékok";7690
4946101;"Cirkusz gyermek játszósátor alagúttal";"Szabadtéri játékok";6990
4946201;"Hercegnõ kastély gyermek játszósátor";"Szabadtéri játékok";5790
4946301;"Lovagi kastély gyermek játszósátor";"Szabadtéri játékok";5790
4946401;"Katicás játszósátor";"Szabadtéri játékok";5790
4946501;"Kaland jásztósátor szett, három részes";"Szabadtéri játékok";11490
4947101;"Loko Pisilõ baba káddal és bilivel";"Játék lányoknak";5090
4947201;"Fehér lufi csomag, 100 darabos";"Party kellék";1490
4947301;"Sárga lufi csomag, 100 darabos";"Party kellék";1490
4947401;"Narancssárga lufi csomag, 100 darabos";"Party kellék";1490
4947501;"Világoskék lufi csomag, 100 darabos";"Party kellék";1490
4947601;"Zöld lufi csomag, 100 darabos";"Party kellék";1490
4947701;"Ezüstmetál lufi csomag, 100 darabos";"Party kellék";1890
4947801;"Figurás lufi csomag, 6 darabos";"Party kellék";189
4947901;"Szülinapi lufi csomag, 10 darabos";"Party kellék";319
4948001;"Vegyes lufi, 6 darabos";"Party kellék";179
4948101;"Fehér szív alakú lufi csomag, 10 darabos";"Party kellék";239
4948201;"Vegyes szív alakú lufi csomag, 10 darabos";"Party kellék";239
4948301;"Bordó szív alakú lufi csomag, 10 darabos";"Party kellék";239
4948401;"Különbözõ formájú partylufi csomag, 25 darabos";"Party kellék";319
4948501;"10 éves szülinapi lufi csomag, 8 darabos";"Party kellék";299
4948601;"Szülinapi lufi csomag, 3 darabos";"Party kellék";299
4948701;"8 éves szülinapi lufi csomag, 8 darabos";"Party kellék";299
4948801;"9 éves szülinapi lufi csomag, 8 darabos";"Party kellék";299
4948901;"Többszínû lufi csomag, 100 darabos";"Party kellék";1690
4949001;"Piros szív alakú lufi csomag, 100 darabos";"Party kellék";1890
4949101;"Rózsaszín szív alakú lufi csomag, 100 darabos";"Party kellék";1890
4949201;"Fehér szív alakú lufi csomag, 100 darabos";"Party kellék";1890
4949301;"Vegyes szív alakú lufi csomag, 100 darabos";"Party kellék";1890
4949401;"Mókás figurás lufi csomag, 100 darabos";"Party kellék";809
4949501;"Aranyos figurás lufi csomag, 100 darabos";"Party kellék";3190
4949601;"Crash Booster autó kilövõ pálya";"Autó,Jármû";1290
4949701;"Jet-ski libikóka";"Szabadtéri játékok";3990
4949801;"Lovas libikóka, kék";"Szabadtéri játékok";4290
4949901;"Lovas libikóka, rózsaszín";"Szabadtéri játékok";4290
4950001;"Meccano Yoocans Police mágneses építõjáték";"Fejlesztõ játékok";2490
4950101;"Lábtartós Babakocsi epres mintával, 54 cm";"Játék lányoknak";5890
4950201;"Babakocsi 3 kerekû rózsaszín pöttyös mintával, 50 cm";"Játék lányoknak";3490
4950301;"Nagy Babakocsi táskával sötét rózsaszín, 70 cm";"Játék lányoknak";13990
4950401;"Elektromos ügyességi játék";"Fejlesztõ játékok";1190
4950501;"Célbadobós játszósátor";"Szabadtéri játékok";2590
4950601;"Markolós traktor, zöld";"Autó,Jármû";569
4950701;"Hangszer készlet";"Fejlesztõ játékok";3690
4950801;"Tartályos vizipisztoly, 14 cm";"Szabadtéri játékok";249
4950901;"Kosárlabdás fürdõjáték";"Bébijátékok";2190
4951001;"Munkagép szett, 9 darabos";"Autó,Jármû";909
4951101;"Óceáni állatszett, 6 darabos";"Bébijátékok";919
4951201;"Fekete színû pisztoly hanggal, fénnyel";"Játék fiúknak";469
4951301;"Barack rongybaba, 40 cm";"Játék lányoknak";1790
4951401;"Lila rongybaba, 40 cm";"Játék lányoknak";1790
4951501;"Rózsaszín rongybaba, 40 cm";"Játék lányoknak";1790
4951601;"Hüllõs játékkészlet";"Játék fiúknak";469
4951701;"Farm állat játékkészlet";"Játék fiúknak";469
4951801;"Tengeri állatos játékkészlet";"Játék fiúknak";469
4951901;"Dinoszauruszos játékkészlet";"Játék fiúknak";469
4952001;"Bogaras játékkészlet";"Játék fiúknak";469
4952101;"Kalóz játék pisztoly";"Játék fiúknak";799
4952201;"Háziállat készlet, 10 darabos";"Játék fiúknak";1490
4952301;"Reggelizõ konyhai játékszett, 17 darabos";"Játék lányoknak";1390
4952401;"Karikadobálós pohárépítõ játék";"Fejlesztõ játékok";729
4952501;"Nagy takarító készlet, porszívóval";"Játék lányoknak";3990
4952601;"Piros horgászjáték";"Szabadtéri játékok";429
4952701;"Sárga horgászjáték";"Szabadtéri játékok";429
4952801;"Darts tábla, 36 cm";"Szabadtéri játékok";1790
4952901;"Darts tábla, 42 cm";"Szabadtéri játékok";1990
4953001;"Mûanyag játék élelmiszerek";"Játék lányoknak";1290
4953101;"Divatos baba, hegedûvel";"Játék lányoknak";1490
4953201;"Mágneses élelmiszer készlet, 9 darabos";"Játék lányoknak";769
4953301;"Mágneses élelmiszer készlet, 9 darabos";"Játék lányoknak";769
4953401;"Gyöngyfûzõ készlet, tengeri mintás";"Fejlesztõ játékok";1190
4953501;"Színes gyöngy ékszerkészítõ készlet";"Fejlesztõ játékok";1290
4953601;"Gumikarkötõ készítõ készlet";"Fejlesztõ játékok";1290
4953701;"Dinoszaurusz készlet, 15 darabos";"Játék fiúknak";1990
4953801;"Gyöngyszövõ készlet";"Fejlesztõ játékok";1390
4953901;"Gumikarkötõ készítõ, kicsi";"Fejlesztõ játékok";499
4954001;"Csillag formájú gumikarkötõ készlet";"Fejlesztõ játékok";729
4954101;"Gumikarkötõ készítõ készlet, 4000 darabos";"Fejlesztõ játékok";3990
4954201;"Angol fa tanuló tábla, idõ";"Bébijátékok";1090
4954301;"Állatos fürdõjáték készlet";"Fejlesztõ játékok";2190
4954401;"Fa puzzle, számok";"Bébijátékok";799
4954501;"Dinók világa játékszett, 3 darabos";"Játék fiúknak";999
4954601;"Dinók világa játékszett, 3 darabos";"Játék fiúknak";999
4954701;"Dinoszaurusz játékkészlet, 10 darabos";"Játék fiúknak";1290
4954801;"Dinoszaurusz játékkészlet, 10 darabos";"Játék fiúknak";1290
4954901;"Elefántos homokozó, fedéllel";"Szabadtéri játékok";6190
4955001;"Macis fedeles homokozó, kék";"Szabadtéri játékok";6190
4955101;"Pókember homokozó készlet";"Szabadtéri játékok";849
4955201;"Homokozóforma szett";"Szabadtéri játékok";189
4955301;"Kis homokozó készlet";"Szabadtéri játékok";249
4955601;"Gyerek hokikorcsolya, 37-38-as";"Szabadtéri játékok";1590
4955701;"Békás homokozó, fedéllel";"Szabadtéri játékok";14990
4955801;"Krokodilos gyermek libikóka hinta";"Szabadtéri játékok";7490
4955901;"Teknõs homokozó, fedéllel";"Szabadtéri játékok";11990
4956001;"Kagylós homokozó, kék";"Szabadtéri játékok";3090
4956101;"Rák alakú homokozó";"Szabadtéri játékok";6690
4956201;"Rolly Kid-X pedálos traktor utánfutóval";"Közlekedési játékok";20990
4956301;"Rolly Kid-X pedálos traktor utánfutóval";"Közlekedési játékok";20990
4956401;"Rolly Sárga lombseprû, 77 cm";"Fejlesztõ játékok";599
4956501;"Rolly Kormánykerék hanggal";"Fejlesztõ játékok";4990
4956601;"Összecsukható nagy roller";"Közlekedési játékok";9490
4956701;"Sötétbarna hintaló, 60 cm";"Bébijátékok";8690
4956801;"Barna hintaló hanggal, 60 cm";"Bébijátékok";9590
4956901;"Pónis hintaló üléssel, hanggal";"Bébijátékok";12990
4957001;"Bocis hintaló üléssel, hanggal";"Bébijátékok";10990
4957101;"Oroszlános hintaló üléssel, hanggal";"Bébijátékok";10990
4957201;"Pandás hintaló üléssel, hanggal";"Bébijátékok";12990
4957301;"Kockás mintás hintaló, hanggal";"Bébijátékok";9390
4957401;"Medvés hintaló, hanggal";"Bébijátékok";14990
4957501;"Zebrás hintaló, hanggal";"Bébijátékok";14990
4957601;"Abrick építõkocka készlet, 50 darabos";"Fejlesztõ játékok";1790
4957701;"Kék gimnasztika labda, 55 cm-es";"Labda";1790
4957801;"Sárga ugráló labda, 45 cm";"Labda";1590
4957901;"Kék ugráló labda, 60 cm";"Labda";1890
4958001;"Szarvas ugráló figura";"Szabadtéri játékok";4690
4958101;"Forgó táblás céllövölde játék";"Szabadtéri játékok";3590
4958901;"Smart Trike tolókaros tricikli, narancssarga";"Közlekedési játékok";6290
4959001;"Kék pedálos tricikli, szülõkarral";"Közlekedési játékok";5690
4959101;"Piros pedálos tricikli, szülõkarral";"Közlekedési játékok";5690
4959201;"Rózsaszín pedálos tricikli, szülõkarral";"Közlekedési játékok";5690
4959301;"Zöld pedálos tricikli, szülõkarral";"Közlekedési játékok";5690
4959401;"Gru 2 labda, 6 cm";"Labda";299
4959501;"Disney Minnie egér labda, 6 cm";"Labda";299
4959601;"Disney Mickey egér Clubhouse labda, 6 cm";"Labda";299
4959701;"Pókember labda, 6 cm";"Labda";299
4961101;"Spongya Bob labda, 15 cm";"Labda";509
4961201;"Pókember labda, 15 cm";"Labda";509
4961301;"Gru 2 Minyonok labda, 15 cm";"Labda";509
4961401;"Bosszuállók labda, 15 cm";"Labda";509
4961501;"Star Wars labda, 15 cm";"Labda";509
4961601;"Monster High labda, 15 cm";"Labda";509
4961701;"Óceán labda, 15 cm";"Labda";419
4961801;"Ugrálólabda Mickey Mouse Clubhouse mintával";"Labda";2990
4961901;"Ugrálólabda Disney Hercegnõk mintával, 45 cm";"Labda";2990
4962001;"Beach Soccer labda, 23 cm";"Labda";839
4962101;"Óceán labda, 23 cm";"Labda";579
4962201;"Pókember kék labda, 23 cm";"Labda";629
4962301;"Spongya Bob labda, 23 cm";"Labda";629
4962401;"Disney Dóra a felfedezõ labda, 23 cm";"Labda";629
4962501;"Star Wars labda, 23 cm";"Labda";629
4962601;"Monster High labda, 23 cm";"Labda";629
4962701;"Hupikék Törpikék labda, 23 cm";"Labda";629
4962801;"Bosszuállók labda, 23 cm";"Labda";629
4962901;"Minyonok labda, 23 cm";"Labda";629
4963001;"Tini Ninja Teknõcök labda, 23 cm";"Labda";629
4963101;"Pókember fehér labda, 23 cm";"Labda";629
4963201;"UEFA Euro 2012 labda";"Labda";589
4964901;"Disney Csingiling labda, 23 cm";"Labda";629
4965001;"Ugrálólabda Disney Verdák mintával, 45 cm";"Labda";2190
4965101;"Ugrálólabda Disney Jégvarázs mintával, 45 cm";"Disney termékek";2190
4965201;"Ugrálólabda Pókember mintával, 45 cm";"Labda";2190
4965301;"Disney Hercegnõk labda, 10 cm";"Labda";469
4965401;"Pókember labda, 10 cm";"Labda";469
4965501;"Disney Verdák labda, 10 cm";"Labda";469
4965601;"Disney Jégvarázs labda, 10 cm";"Labda";469
4965701;"Futóbicikli, sárga-fekete színû";"Közlekedési játékok";11990
4965801;"Futóbicikli fékkel, fekete színû";"Közlekedési játékok";13990
4965901;"Futóbicikli, zöld-fekete színû";"Közlekedési játékok";11990
4966001;"Futóbicikli, piros színû";"Közlekedési játékok";11990
4966101;"Futóbicikli, piros színû, fordítható vázzal";"Közlekedési játékok";9490
4966201;"Futóbicikli, fekete színû fékkel";"Közlekedési játékok";11990
4966301;"Welly Dodge RAM Quad Cab 1500 Sport bordó kisautó, 1:60-64";"Autó,Jármû";509
4967501;"Csocsó labda, focilabda mintás";"Labda";939
4967601;"Csocsó labda, barna színû";"Labda";1290
4967701;"Csocsó labda, fehér színû";"Labda";999
4967801;"Asztali foci";"Fejlesztõ játékok";10990
4967901;"Összecsukható biliárdasztal";"Fejlesztõ játékok";46990
4968001;"Sony Xperia E4g E2003 Black";"Mobiltelefonok";49990
5056201;"GALT Express yourself  köröm díszítõ";"Fejlesztõ játékok";5790
5056301;"Hauser CE-931 4in1 Kávéfõzõ";"Kávéfõzõ, kávédaráló";17272
5056401;"Hauser G-742 Daráló";"Aprító, szeletelõ, daráló, dagasztó";4953
5056601;"CK, TUDOMÁNYOS SZETT, 3 AZ 1-BEN";"Játék fiúknak";2390
5056701;"AMAV, HOMOKMÛVÉSZET";"Kreatív játékok";1890
5056801;"AMAV, DIVATTERVEZÕ KÉSZLET, GLAM";"Kreatív játékok";2685
5056901;"ALEX, TAPASSZ A CSEMPÉRE! - ABC";"Bébijátékok";2190
5057001;"ALEX, TAPASSZ A CSEMPÉRE! - PAJTÁSOK";"Bébijátékok";2290
5057101;"ALEX, SZAPPANKRÉTA (6 SZÍN)";"Bébijátékok";1350
5057201;"ALEX, KISZINEZHETÕ - KIMOSHATÓ NYUSZI";"Játék lányoknak";3690
5057301;"ALEX, SPRICCELÕS JÁTÉK - ÓCEÁN";"Bébijátékok";2490
5057401;"CK, TUDOMÁNYOS SZETT 4 AZ 1-BEN";"Játék fiúknak";2690
5057501;"THINKFUN, ZINGO! 1-2-3";"Társasjátékok";4990
5057701;"MEGASZTÁR TÁRSASJÁTÉK";"Kreatív játékok";1690
5057801;"Jégvarázs társasjáték";"Kreatív játékok";3490
5057901;"Hexbug Nano V2 Harci szett (Bridge Battle Set)";"Kreatív játékok";6990
5058001;"Sencor SMR 130 walkie-talkie";"Walkie-talkie";7990
5058101;"Sencor  rádióSRD 210 BGN";"Hordozható kisrádiók";3990
5058201;"SONY_10DMR47SS";"DVD lemez";2690
5062301;"x";"Elemek";339
5122301;"kupon kedvezmény";"Webshop";0
5137001;"Sony ALCSH129DI.EU";"Objektívek";0
5246301;"DISNEY SOEHNLE SZEMÉLYMÉRLEG - FOREVER CLASSIC, 180KG/100G";"Disney termékek";13990
5246401;"DISNEY SOEHNLE KONYHAI MÉRLEG - FOREVER CLASSIC, 5KG/1G";"Disney termékek";12990
